Date,加權指數,報酬指數,台泥,亞泥,統一,台塑,南亞,台化,遠東新,中鋼,正新,和泰車,光寶科,聯電,台達電,鴻海,國巨,台積電,華碩,瑞昱,廣達,研華,南亞科,中華電,聯發科,可成,台灣高鐵,彰銀,華南金,富邦金,國泰金,開發金,玉山金,元大金,兆豐金,台新金,永豐金,中信金,第一金,統一超,大立光,台灣大,日月光投控,遠傳,和碩,中租-KY,上海商銀,合庫金,矽力-KY,台塑化,緯穎,豐泰
2018/9/10,10725.80 ,19124.87 ,29.55,33.76,70.76,100.56,75.51,106.21,30.99,23.05,43.35,245.08,31.16,14.22,112.36,82.39,425.36,246.46,227.17,130.23,44.62,181.82,51.62,100.38,231.47,305.33,24.03,16.01,15.19,45.1,46.51,9.75,18.28,13.2,23.11,12.48,9.78,19.34,17.88,317.71,4198.89,98.34,65.16,66.31,51.57,89.03,,15.7,563.29,115.64,,129.48
2018/9/11,10752.30 ,19172.67 ,29.59,31.74,71.79,100.11,76.05,106.21,31.84,23,43.92,246.52,31.16,14.31,111.42,85.25,436.55,242.27,225.85,133.99,44.71,182.69,52.23,101.77,232.9,306.64,24.03,16.1,15.19,45.47,46.15,9.8,18.28,13.47,23.29,12.48,9.82,19.48,17.92,326.17,4179.63,99.25,66.38,66.49,52.53,87.19,,15.75,569.23,116.57,,132.37
2018/9/12,10722.57 ,19120.02 ,30.02,31.74,71.42,100.11,75.69,105.76,31.84,22.76,44.01,243.17,31.38,14.08,109.54,84.48,422.16,242.74,227.17,127.41,45.25,183.55,49.88,101.77,232.9,298.79,24.27,16.19,15.27,45.38,46.15,9.8,18.24,13.43,23.29,12.53,9.91,19.25,17.92,331.8,4054.44,99.71,66.09,66.67,52.71,87.72,,15.79,564.28,118.43,,136.7
2018/9/13,10727.23 ,19128.42 ,30.45,32.53,70.11,101.46,76.6,108,32.02,22.91,44.25,245.08,32.92,14.27,109.07,83.38,406.17,237.61,221.88,125.06,46.51,182.69,49.97,101.31,230.99,305.77,24.36,16.32,15.31,45.56,46.15,9.84,18.36,13.43,23.38,12.71,10,19.25,18.05,341.2,3958.13,99.71,66.84,67.13,53.41,88.15,,15.83,560.32,123.54,,140.66
2018/9/14,10868.14 ,19379.69 ,30.87,33.24,70.48,101.01,76.05,108.9,32.38,22.91,44.63,251.3,32.92,14.36,109.54,85.47,426.96,243.2,221.44,127.88,46.78,186.15,51.8,100.38,234.33,312.31,24.22,16.32,15.31,45.74,46.79,9.93,18.32,13.38,23.24,12.71,10.05,19.43,17.97,331.33,4242.23,100.16,68.06,67.13,57.53,90.33,,15.79,560.32,122.61,,140.66
2018/9/17,10828.61 ,19309.26 ,30.6,32,70.67,101.46,75.96,108.45,32.11,22.95,44.72,246.04,33.19,14.27,112.83,85.36,426.16,240.41,221,127.88,47.05,186.15,53.19,100.38,232.42,314.49,24.32,16.28,15.27,45.65,46.79,9.89,18.28,13.47,23.65,12.75,10.05,19.48,17.92,335.56,4126.67,99.71,67.87,66.94,57.71,90.77,,15.79,564.28,120.29,,138.5
2018/9/18,10760.21 ,19192.93 ,30.91,32.53,73.29,101.46,76.42,108.45,32.47,23.42,45.29,246.52,33.23,13.99,112.83,83.16,400.57,237.15,221,132.11,47.5,186.58,51.54,101.77,233.38,310.88,24.6,16.28,15.36,45.65,46.51,9.84,18.36,13.43,24,12.79,10,19.57,17.92,330.86,3717.37,99.71,67.41,67.31,56.92,91.64,,15.79,563.29,123.07,,138.5
2018/9/19,10857.27 ,19366.08 ,31.26,33.98,73.85,101.91,76.78,109.34,33.24,23.51,45.62,253.22,33.32,14.27,112.36,83.82,382.98,240.41,224.53,129.76,47.68,187.01,52.14,102.23,233.86,317.65,24.65,16.5,15.44,45.93,46.97,9.98,18.28,13.69,24.18,12.88,10.09,19.8,18.05,337.44,3722.18,100.16,68.34,67.4,57.45,92.08,,15.88,564.28,127.25,,142.11
2018/9/20,10831.41 ,19322.28 ,31.22,34.69,72.63,102.36,76.05,109.34,32.16,23.42,45.1,248.91,32.79,14.13,112.83,82.94,391.78,242.27,221.88,131.64,46.96,189.61,51.71,101.77,227.17,304.57,24.98,16.46,15.57,46.02,47.7,9.93,18.2,13.69,24.18,12.93,10.09,20.11,18.1,325.7,3659.59,99.71,68.06,67.13,55.78,94.7,,15.92,554.38,129.11,,139.94
2018/9/21,10972.41 ,19573.87 ,31.46,36.27,73.01,105.97,77.41,114.72,33.6,23.65,45.24,249.39,33.58,14.49,111.89,83.16,410.96,243.67,224.53,129.29,46.96,191.34,50.84,101.31,231.95,306.37,25.4,16.73,15.74,46.66,48.34,10.07,18.57,14.13,24.32,13.02,10.14,20.39,18.19,333.68,3727,100.16,68.81,67.13,57.1,94.7,,16.23,538.54,136.54,,142.83
2018/9/25,10978.85 ,19585.36 ,31.3,35.17,73.94,104.17,76.51,113.38,32.52,23.75,45.48,249.39,33.67,14.31,112.83,83.49,404.57,245.53,228.05,127.41,47.68,192.21,53.62,101.31,232.42,303.21,26.44,16.73,15.7,46.66,48.25,10.11,18.65,14.13,24.45,13.02,10.14,20.52,18.27,329.45,3592.17,99.71,69.56,67.22,56.31,95.14,,16.23,545.47,131.9,,150.04
2018/9/26,10974.19 ,19577.05 ,31.07,34.82,74.6,103.26,76.05,112.03,32.34,23.84,45.19,245.08,33.5,14.54,112.36,84.81,391.78,245.53,229.38,126,47.59,196.97,52.32,101.31,230.52,304.12,26.91,16.73,15.7,46.56,48.43,10.2,18.49,14.09,24.45,12.97,10,20.34,18.27,330.39,3630.69,99.71,69.37,66.22,54.46,95.57,,16.05,536.56,135.61,,136.7
2018/9/27,11034.19 ,19684.36 ,31.34,35.65,74.13,105.52,76.96,114.27,32.65,23.84,45.81,250.83,33.85,14.59,118,86.34,372.59,246.93,231.58,126,47.68,203.03,51.97,101.77,230.52,305.02,27.33,16.86,15.74,47.39,48.25,10.39,18.44,14.4,24.45,13.06,10.09,20.89,18.41,338.38,3640.33,100.16,69.37,66.49,53.41,95.14,,16.23,546.46,137.47,,137.06
2018/9/28,11006.34 ,19634.67 ,32,36.49,74.5,105.52,76.78,114.72,32.07,23.89,45.38,250.35,33.85,14.77,123.18,86.89,366.99,244.6,232.91,127.88,47.86,196.97,50.49,101.77,235.29,303.21,28.18,16.91,15.74,47.3,47.97,10.34,18.49,14.22,24.63,13.06,10,20.89,18.27,336.97,3500.68,100.16,69.75,65.95,53.59,93.39,,16.23,544.48,137.47,,135.61
2018/10/1,11051.80 ,19715.77 ,31.96,36.4,73.76,105.97,76.96,115.17,31.26,23.89,45.62,251.3,33.63,14.54,121.76,87.66,375.78,245.07,235.99,127.88,47.95,196.54,51.45,102.23,238.63,308.63,28.51,16.82,15.78,47.93,48.34,10.34,18.53,14.22,24.63,13.15,10,20.84,18.32,336.03,3601.8,100.16,70.12,66.31,54.11,93.39,,16.27,545.47,137.93,,137.06
2018/10/2,10919.63 ,19479.99 ,31.38,35.3,72.45,103.72,76.05,113.83,31.8,23.61,44.72,247,33.32,14.27,120.35,85.69,366.19,239.94,232.02,120.82,47.5,192.64,50.75,101.31,233.86,302.31,27.8,16.64,15.61,47.57,47.79,10.16,18.4,14.22,24.32,13.06,9.96,20.52,18.1,332.74,3649.96,99.71,70.12,66.31,53.5,92.95,,16.09,544.48,136.54,,137.06
2018/10/3,10863.94 ,19380.64 ,31.3,35.61,73.19,101.91,75.87,111.59,31.8,23.84,44.44,248.43,32.92,14.17,117.53,85.36,360.59,242.27,222.32,121.29,47.23,191.34,50.23,100.85,234.81,294.64,28.09,16.73,15.65,47.3,47.7,10.11,18.28,14.22,24.27,13.02,9.91,20.43,18.05,333.68,3582.54,100.16,70.59,66.04,53.06,91.21,,16.09,542.5,130.04,,136.7
2018/10/4,10718.91 ,19121.92 ,30.99,34.91,70.48,101.91,75.24,111.14,31.57,23.8,43.78,244.12,32.44,13.81,116.12,83.6,356.6,236.68,219.67,118.94,46.33,190.04,46.84,99.92,230.99,289.68,27.29,16.55,15.44,47.11,47.24,9.98,18.2,14.04,24.45,12.93,9.87,20.84,18.01,314.89,3572.91,98.79,68.44,65.68,53.41,92.08,,15.92,514.78,127.72,,136.34
2018/10/5,10517.12 ,18761.93 ,30.91,35.3,70.39,100.11,74.33,108,30.99,23.51,43.21,242.69,32.17,13.44,111.42,82.94,322.22,232.95,218.35,109.07,45.43,187.88,45.37,100.85,223.83,285.62,26.72,16.37,15.31,46.47,46.79,9.93,18.08,13.96,24,12.79,9.78,20.61,17.92,315.36,3312.89,99.25,66.19,66.4,53.76,90.33,,15.83,476.67,123.07,,133.09
2018/10/8,10455.93 ,18652.78 ,30.95,34.55,70.58,100.56,74.33,108.9,31.48,23.65,43.02,241.25,31.73,13.53,107.66,82.83,323.02,226.9,224.53,104.37,45.61,183.12,45.8,100.38,222.88,289.68,26.91,16.37,15.36,47.11,47.43,9.89,18.08,14.18,24.18,12.75,9.82,20.48,18.01,317.71,3380.3,99.71,65.25,65.86,53.15,89.03,,15.75,485.08,123.54,,127.68
2018/10/9,10466.83 ,18672.22 ,31.19,34.77,70.39,102.36,73.97,111.14,32.2,23.75,43.11,241.73,31.82,13.53,110.48,82.61,338.61,227.36,222.32,102.96,45.52,177.92,45.45,101.31,218.11,277.95,26.86,16.5,15.4,47.02,47.88,9.84,18.32,14.04,24.68,12.75,9.82,20.66,18.1,325.23,3457.35,99.71,64.22,65.68,52.27,87.19,,15.79,462.81,125.39,,127.68
2018/10/11,9806.11 ,17493.53 ,29.28,33.54,65.62,92.89,68.9,102.17,29.06,22.67,40.99,218.75,29.13,12.57,104.84,76.91,310.22,211.99,210.85,98.73,43.9,168.83,42.15,100.38,200.93,250.42,25.49,15.65,14.89,45.33,45.78,9.25,17.71,13.2,23.74,12.31,9.2,19.21,17.53,299.85,3115.46,98.79,57.86,65.04,47.18,80.3,,15.27,434.59,117.5,,117.22
2018/10/12,10045.81 ,17921.15 ,30.37,34.29,68.15,95.6,70.53,106.21,29.87,22.95,41.22,224.98,29.66,12.48,111.42,78.88,331.81,220.84,211.73,101.08,44.22,173.16,46.32,99.92,209.99,261.25,26.77,15.79,15.1,45.74,46.24,9.39,17.83,13.2,24.18,12.53,9.33,19.71,17.66,310.66,3423.64,99.25,59.64,65.22,47.27,81.17,,15.4,446.47,117.96,,126.96
2018/10/15,9901.12 ,17663.03 ,29.98,33.5,68.05,93.34,69.26,103.52,28.83,22.53,40.28,220.19,29.66,12.21,110.01,77.35,327.81,214.78,209.53,101.08,43.59,172.3,49.71,98.53,210.95,258.09,25.82,15.56,14.85,45.61,45.69,9.3,17.62,12.85,23.78,12.35,9.15,19.25,17.4,313.48,3351.41,98.34,59.26,63.96,47.36,79.77,,15.18,449.44,114.25,,121.19
2018/10/16,9981.10 ,17805.89 ,29.75,33.32,68.52,93.79,69.72,103.52,27.89,22.91,40.33,217.32,29.93,12.07,111.89,77.24,335.01,220.84,211.73,103.43,43.54,170.56,47.02,98.99,211.9,275.24,26.25,15.65,14.89,45.38,46.05,9.25,17.42,12.85,23.82,12.4,9.24,19.21,17.4,313.01,3206.95,98.34,59.92,64.41,49.82,79.86,,15.22,425.68,116.57,,118.3
2018/10/17,9979.14 ,17802.39 ,29.78,33.02,68.71,92.89,69.44,102.62,28.34,22.62,40.94,212.53,30.1,12.44,110.01,74.71,334.21,222.24,210.41,106.72,44.08,173.16,47.28,98.99,214.29,282.91,26.11,15.65,14.89,45.42,45.69,9.25,17.46,12.98,23.87,12.35,9.29,19.11,17.35,306.43,3206.95,98.79,60.85,64.86,49.82,81.08,,15.18,395.99,114.25,,124.79
2018/10/18,9953.73 ,17757.08 ,29.59,32.88,67.96,92.89,69.44,102.17,28.79,22.72,40.47,207.75,30.28,12.12,112.36,74.71,337.01,220.37,207.32,104.37,43.77,177.49,44.76,99.46,214.77,282.46,27.9,15.7,14.89,45.29,45.69,9.16,17.46,13.12,23.6,12.31,9.24,19.21,17.4,314.89,3192.51,98.79,59.17,65.22,50.17,80.65,,15.22,413.31,114.25,,129.12
2018/10/19,9919.26 ,17695.59 ,29.01,31.87,70.02,92.89,69.26,101.73,28.07,22.76,40.18,197.69,30.41,12.16,111.42,74.71,315.02,219.91,202.03,103.43,43.09,177.06,45.28,98.53,212.38,282.01,27.38,15.65,14.93,45.83,45.96,9.07,17.38,13.07,23.51,12.17,9.24,19.21,17.44,314.89,3288.81,99.25,58.42,65.13,50.43,79.25,33.15,15.22,397.97,111,,129.84
2018/10/22,9974.28 ,17793.76 ,29.24,31.96,69.27,92.89,69.17,102.62,28.92,22.62,40.28,201.52,30.59,11.98,115.18,74.71,311.82,220.84,202.03,104.37,42.96,179.66,45.63,99.46,211.43,284.26,27.47,15.74,14.89,45.65,45.96,9.12,17.13,13.25,23.42,12.31,9.29,19.16,17.48,313.95,3375.49,98.79,58.23,65.5,49.9,78.81,33.56,15.27,414.79,114.25,,134.89
2018/10/23,9775.20 ,17438.61 ,28.03,29.89,68.05,91.54,68.09,101.28,28.03,22.62,39.81,199.13,31.42,11.66,112.83,74.71,292.63,214.32,202.03,104.84,43.18,177.49,43.89,98.53,204.27,274.34,27.38,15.61,14.72,45.24,45.05,9.02,16.85,13.2,23.47,12.13,9.15,19.02,17.22,309.72,3211.77,98.34,57.95,65.59,47.36,74.45,32.84,15.09,411.33,111.93,,130.2
2018/10/24,9759.40 ,17410.40 ,26.59,29.5,68.33,91.09,68.27,100.38,27.58,22.2,40.18,197.69,31.42,11.57,115.65,74.71,279.04,213.85,202.03,105.31,43.54,179.66,42.85,98.99,204.27,276.59,27.57,15.48,14.72,44.88,45.46,8.85,16.72,13.25,23.29,12.09,9.11,18.52,17.13,317.71,3259.92,99.25,58.23,66.13,47.89,73.58,33.06,15.09,405.89,111.93,,127.68
2018/10/25,9520.79 ,16984.75 ,26.48,29.46,70.11,88.92,67,96.35,27.13,22.25,39.52,196.26,31.12,11.25,114.24,74.71,252.26,204.53,201.15,103.9,42.73,178.36,39.76,99.92,200.45,271.63,27.19,15.48,14.68,43.83,44.5,8.63,16.35,12.85,22.88,11.86,8.96,18.07,17.04,317.71,3168.43,100.16,56.73,65.86,47.45,73.05,32.52,14.92,365.3,113.32,,122.27
2018/10/26,9489.18 ,16928.54 ,26.09,28.22,70.86,88.56,68,96.35,26.95,22.16,39.28,192.91,31.2,10.7,114.24,68.91,259.05,205.93,202.03,102.49,42.73,178.36,39.98,100.85,192.81,267.12,27.8,15.43,14.68,43,43.31,8.66,16.27,12.85,22.71,11.86,9.06,18.07,17.13,322.41,3091.39,100.62,57.76,65.31,47.8,74.19,32.75,14.92,379.16,110.07,,128.4
2018/10/29,9516.32 ,16976.96 ,26.4,27.04,71.7,89.1,68.63,97.25,26.9,22.25,39.24,197.69,30.98,10.61,112.36,68.28,255.85,207.33,202.03,102.49,43,182.69,40.5,101.31,198.54,269.37,29.12,15.52,14.59,42.82,43.4,8.71,16.07,12.9,22.66,11.82,9.06,17.98,17.04,317.71,3173.25,100.62,57.29,65.68,48.5,75.41,33.56,14.92,381.14,110.07,,138.86
2018/10/30,9526.11 ,16994.43 ,26.55,27.87,69.92,88.92,68.54,96.8,27.08,22.62,40.23,199.13,31.51,10.7,117.53,69.09,238.26,207.79,200.26,106.25,42.96,179.22,42.15,100.38,197.58,268.92,28.6,15.65,14.76,43.37,44.18,8.85,16.27,12.9,22.79,11.95,9.11,18.12,17.04,325.7,3048.05,100.62,57.39,66.13,47.71,76.81,34.5,15.05,370.74,110.07,,137.06
2018/10/31,9802.13 ,17486.87 ,27.02,28.8,70.02,91.09,69.63,100.38,27.89,22.86,41.18,204.39,31.29,10.79,122.23,71.26,252.26,218.04,202.03,116.59,43.95,184.42,44.67,101.31,217.15,281.1,28.93,15.7,14.85,44.24,44.78,9.01,16.81,13.25,23.42,12.17,9.42,18.75,17.18,328.05,3226.21,101.08,58.42,66.76,49.38,76.98,34.54,15.18,390.05,113.32,,134.17
2018/11/1,9844.74 ,17562.88 ,27.76,29.28,71.23,91.54,69.72,98.59,27.53,22.53,41.13,200.56,32.61,10.93,122.23,72.25,277.44,219.44,209.09,120.35,44.26,189.61,47.28,98.99,213.33,273.43,28.27,15.61,14.8,44.1,44.55,8.98,16.68,13.2,23.15,12.13,9.24,18.48,17.04,323.82,3211.77,100.16,58.61,65.68,49.11,79.42,34.59,15.09,410.84,113.32,,131.65
2018/11/2,9906.59 ,17673.23 ,28.38,29.98,70.67,91.09,70.53,97.69,28.43,22.62,40.99,205.83,32.84,10.88,121.29,73.25,276.24,220.37,209.09,122.23,44.62,188.31,48.76,98.07,217.15,270.27,28.79,15.74,14.89,44.65,45.23,9.03,17.17,13.43,23.51,12.17,9.33,18.89,17.26,321.47,3394.75,98.79,58.61,64.77,48.59,79.69,34.68,15.27,437.07,111.93,,132.73
2018/11/5,9889.81 ,17643.29 ,27.53,28.53,71.32,92.89,70.62,99.93,27.71,22.81,41.13,204.87,33.32,9.83,121.29,72.35,271.84,218.97,205.56,119.41,44.44,190.48,48.41,97.61,219.54,261.7,28.79,15.79,14.93,44.92,45.32,9.03,17.13,13.56,23.56,12.26,9.38,18.84,17.35,318.18,3308.07,99.25,58.42,65.4,47.71,79.86,34.77,15.31,431.62,112.86,,126.6
2018/11/6,9824.95 ,17527.59 ,27.33,28.49,70.95,92.89,70.17,98.59,27.76,22.81,40.89,203.44,33.5,9.97,119.88,69.9,246.26,218.51,207.32,119.41,44.26,189.61,45.37,98.07,219.54,240.95,28.56,15.83,14.93,45.47,45.14,9.01,17.17,13.6,23.51,12.26,9.38,18.84,17.44,308.31,3101.02,99.71,57.67,64.95,45.52,79.69,34.99,15.35,427.17,111.93,,132.37
2018/11/7,9908.35 ,17676.68 ,27.64,29.63,71.04,92.44,70.08,99.04,28.25,22.95,41.03,206.31,33.98,10.01,122.23,70.45,264.65,218.04,206,119.88,44.89,197.4,47.97,98.99,224.31,243.65,29.36,15.92,15.02,45.93,45.78,9.16,17.3,13.73,23.74,12.35,9.51,19.07,17.57,297.5,3158.8,100.62,57.29,66.04,44.99,81.52,35.89,15.57,442.02,111.46,,134.17
2018/11/8,9945.31 ,17742.62 ,27.64,29.54,70.11,91.99,69.99,98.59,28.56,23.14,41.22,209.66,34.2,9.92,122.23,69.27,259.05,220.37,204.68,119.88,44.98,199.57,46.76,98.99,224.31,236.89,29.17,16.06,15.06,46.47,46.51,9.21,17.5,13.78,23.91,12.44,9.6,19.25,17.83,305.02,3081.76,100.16,57.86,66.04,45.52,81.61,35.85,15.7,446.97,111,,137.06
2018/11/9,9830.01 ,17536.92 ,27.18,29.06,67.4,91.09,69.35,96.35,27.8,22.72,39.24,208.22,33.5,9.69,120.35,68.82,263.05,215.25,202.47,116.59,44.44,200,47.1,98.99,218.11,242.3,29.31,15.97,15.06,46.66,46.6,9.16,17.38,13.73,23.69,12.35,9.6,19.21,17.79,298.44,2966.19,99.71,56.73,66.31,45.78,80.38,35.53,15.62,435.09,108.68,,137.78
2018/11/12,9831.21 ,17539.06 ,27.72,29.63,67.68,91.09,69.99,96.35,28.3,22.72,36.97,208.22,33.89,9.78,120.82,68.91,247.86,215.71,201.15,120.35,44.53,198.7,46.76,98.53,223.83,238.69,29.55,15.92,15.06,46.47,46.42,9.12,17.3,13.73,23.74,12.22,9.51,19.16,17.75,297.5,2937.3,100.16,57.11,66.04,44.82,82.83,36.39,15.48,472.21,108.68,,139.22
2018/11/13,9775.84 ,17440.29 ,28.34,29.63,70.11,90.19,69.44,95.45,28.3,22.72,37.06,203.44,33.63,9.56,121.29,67.28,248.66,211.99,201.15,116.59,43.81,197.84,48.84,98.99,220.49,231.47,29.5,15.88,14.97,46.56,45.87,9.07,17.3,13.6,23.74,12.17,9.55,18.98,17.57,297.03,3081.76,100.62,55.7,66.49,44.9,82.74,36.66,15.35,484.59,104.96,,140.3
2018/11/14,9791.88 ,17468.89 ,28.3,29.46,69.46,90.19,69.72,95,28.3,22.58,36.97,207.75,34.03,9.88,122.23,66.29,244.66,212.92,183.5,121.76,44.53,196.97,49.1,98.99,219.54,230.57,30.16,15.97,15.06,46.75,46.05,9.07,17.42,13.78,23.74,12.22,9.6,18.8,17.92,297.97,3072.13,101.08,55.7,66.94,44.47,84.4,35.17,15.57,465.28,103.1,,140.3
2018/11/15,9826.46 ,17530.59 ,28.15,29.37,68.8,91.09,70.17,96.35,28.03,22.58,37.11,210.14,34.11,10.24,119.88,67.37,249.46,215.25,188.35,121.76,43.95,200,48.58,98.99,220.97,224.7,30.07,16.06,15.06,46.66,46.42,9.12,17.42,13.91,23.65,12.22,9.55,18.8,17.83,301.73,2980.64,101.08,55.7,66.49,44.12,82.48,35.08,15.57,420.73,103.1,,139.94
2018/11/16,9797.09 ,17478.20 ,28.38,29.85,69.92,91.09,70.62,96.8,26.36,22.91,38.24,211.57,33.85,10.06,120.82,67.19,247.86,210.59,191.88,118.94,44.49,199.57,47.45,98.07,209.99,228.31,30.68,16.06,15.14,46.66,46.33,9.16,17.46,13.91,23.74,12.31,9.6,19.16,17.92,297.97,3014.34,99.71,56.45,66.76,44.73,81.96,34.63,15.62,399.45,104.03,,138.86
2018/11/19,9828.69 ,17534.57 ,28.42,29.59,71.23,91.99,71.35,96.8,26.45,22.95,37.82,221.15,34.11,10.15,119.88,66.38,253.85,206.86,189.68,118.94,44.67,195.67,49.97,98.53,213.33,238.24,30.96,16.1,15.14,47.02,46.6,9.12,17.34,13.96,23.74,12.35,9.69,19.39,17.97,300.79,3115.46,100.16,55.89,66.94,46.04,82.65,35.22,15.7,403.41,106.82,,138.5
2018/11/20,9743.99 ,17383.64 ,28.54,29.24,70.2,90.64,70.71,96.35,26.27,22.72,38.1,217.8,33.72,10.06,118,64.21,256.65,203.13,189.68,118.47,44.35,192.21,49.97,98.99,214.77,236.89,31.2,15.97,15.06,46.11,45.87,9.07,17.21,13.73,23.56,12.17,9.6,19.07,17.92,302.2,3192.51,100.62,53.92,66.85,45.26,81.61,34.95,15.66,397.97,106.82,,137.06
2018/11/21,9741.52 ,17379.23 ,27.8,29.02,69.74,90.01,69.9,95.9,26.23,22.53,38.1,218.75,33.85,10.06,118,63.84,271.84,204.07,194.09,117.53,44.13,190.48,50.23,98.99,212.86,231.02,30.73,15.92,15.02,46.29,45.87,9.12,17.17,13.6,23.56,12.13,9.6,18.93,17.88,302.67,3221.4,100.16,52.99,67.4,44.9,82.48,34.95,15.57,401.43,104.03,,137.78
2018/11/22,9714.71 ,17331.40 ,27.14,28.66,69.08,91.09,69.44,96.35,25.91,22.53,38.1,217.8,33.32,10.24,113.77,62.85,265.45,204.07,194.09,117.53,43.68,189.61,50.41,99.46,212.38,221.54,29.88,15.88,15.02,46.38,46.05,9.05,17.09,13.6,23.47,12.04,9.51,18.8,17.88,301.73,3153.99,100.16,52.89,66.94,43.94,81.26,34.95,15.57,390.05,106.82,,137.06
2018/11/23,9667.30 ,17246.81 ,27.02,28.62,68.99,90.64,69.26,95.9,25.56,22.34,37.77,214.93,33.5,10.2,112.83,63.3,255.05,203.6,191,118,43.99,191.34,48.76,99.92,211.9,217.48,30.02,15.97,14.97,45.74,45.64,9.07,17.01,13.56,23.51,11.95,9.6,18.62,17.83,300.32,3187.69,100.62,52.8,67.49,43.59,80.3,35.22,15.48,386.58,105.42,,135.25
2018/11/26,9765.36 ,17421.79 ,27.53,29.06,69.27,91.09,68.72,95.45,25.83,22.44,38.39,217.32,33.8,10.52,114.71,64.21,261.45,207.79,194.09,118,44.08,193.08,49.8,99.46,217.63,223.35,29.41,16.01,15.06,45.56,45.28,9.03,17.01,13.51,23.42,11.95,9.6,18.75,17.75,302.2,3322.52,100.16,53.74,67.31,44.55,80.47,35.89,15.53,395.99,104.5,,134.17
2018/11/27,9778.62 ,17445.68 ,26.09,28.4,67.87,89.29,67.72,93.66,25.33,22.16,38.48,218.75,34.69,10.74,118.94,63.93,271.84,208.73,191.44,118.47,44.49,193.94,50.41,99.46,221.45,218.39,29.08,15.83,15.02,44.83,44.82,9.06,16.97,13.56,23.24,11.91,9.47,18.71,17.88,303.14,3356.23,100.16,54.3,66.58,44.99,81.61,35.58,15.57,399.95,104.96,,134.17
2018/11/28,9884.31 ,17634.48 ,26.51,29.06,68.05,90.19,67.72,93.66,25.69,22.34,38.53,224.02,34.99,10.74,120.35,66.11,285.84,211.05,194.53,126,44.44,199.14,50.93,99.46,225.74,225.6,29.31,15.97,15.06,44.6,44.59,9.12,17.01,13.65,23.42,12,9.6,18.71,17.79,308.31,3346.6,100.62,58.51,67.04,46.48,82.92,35.13,15.57,432.12,105.89,,139.94
2018/11/29,9885.36 ,17636.36 ,26.51,28.71,67.49,89.74,67.27,93.66,25.42,22.34,39.33,221.63,35.26,10.52,120.82,65.47,287.44,213.38,192.32,132.58,44.22,195.24,52.41,98.53,220.97,227.86,29.08,15.74,15.02,44.37,44.36,9.06,16.93,13.78,23.06,11.95,9.42,18.52,17.75,304.08,3385.12,99.71,58.04,66.22,45.96,83.09,34.86,15.53,439.05,103.1,,143.55
2018/11/30,9888.03 ,17641.12 ,26.86,29.63,67.49,90.19,67.27,95.45,25.56,22.48,40.18,226.89,36.05,10.56,122.23,65.02,295.83,210.12,192.32,133.05,44.94,202.17,53.01,98.99,226.7,238.69,29.12,15.65,14.93,44.56,44.36,9.07,17.05,13.87,22.93,12,9.55,18.57,17.53,298.91,3245.48,99.71,58.42,65.68,45.87,83.88,35.89,15.62,482.61,103.57,,141.38
2018/12/3,10137.87 ,18086.85 ,27.92,30.33,68.52,91.99,67.36,96.35,26.32,22.72,40.85,229.76,36.41,10.7,122.23,66.92,325.41,218.97,198.5,139.16,45.25,201.73,54.58,98.07,234.33,255.84,29.64,16.01,15.1,44.88,44.87,9.21,17.21,13.87,23.15,12.09,9.64,18.8,17.61,299.38,3568.1,98.79,60.38,65.68,47.45,87.72,35.76,15.66,529.63,107.28,,141.02
2018/12/4,10083.54 ,17989.93 ,27.29,29.76,66.09,91.54,67.18,95.9,25.69,22.91,41.03,236.47,36.71,10.79,122.23,66.38,321.02,218.04,193.65,132.58,45.25,200.87,53.88,98.07,240.54,241.85,29.55,16.1,15.19,44.51,44.73,9.21,17.13,13.82,23.33,12.09,9.64,18.75,17.57,297.5,3370.67,97.88,60.48,65.4,47.18,85.97,35.22,15.7,494.98,104.5,,142.47
2018/12/5,9916.74 ,17692.34 ,27.14,29.72,64.78,91.09,66.73,95,25.51,22.72,40.28,235.03,36.14,10.56,121.29,64.75,310.22,210.59,190.12,131.64,44.76,198.7,49.45,98.53,233.38,237.34,29.22,15.97,15.1,44.15,44.23,9.12,16.93,13.51,23.15,12,9.51,18.57,17.53,298.91,3245.48,98.34,58.79,65.59,46.4,85.27,35.08,15.57,473.7,104.96,,135.25
2018/12/6,9684.72 ,17278.40 ,26.98,29.15,63.01,90.19,65.64,94.56,25.29,22.44,39.47,230.72,36.14,10.33,119.88,62.4,279.44,205,187.03,129.76,43.9,195.24,47.8,98.53,219.06,213.87,28.79,15.79,15.06,43.83,44.09,9.04,16.76,13.43,23.11,11.91,9.33,18.48,17.48,288.57,2922.85,97.88,55.89,65.04,43.94,83.18,34.86,15.57,475.18,102.64,,138.5
2018/12/7,9760.88 ,17414.27 ,27.29,29.46,64.41,90.64,66.28,94.56,25.83,22.39,39.52,231.68,35.74,10.24,119.88,62.49,285.04,205.93,188.8,130.23,44.13,199.57,48.41,98.99,222.88,212.97,28.79,15.79,15.06,43.83,44,9.12,16.68,13.51,23.15,11.95,9.38,18.34,17.44,294.21,2985.45,98.79,56.36,65.95,44.55,84.92,34.86,15.62,460.33,104.96,,137.78
